1.803790,1.775530,1.747485,1.719665,1.692083,1.664749,1.637676,1.610878,1.584368,1.558161,1.532273,1.506719,1.481518,1.456687,1.432246,1.408216,1.384617,1.361471,1.338804,1.316638,1.295000,1.273918,1.253418,1.233529,1.214283,1.195710,1.177842,1.160711,1.144350,1.128793,1.114074,1.100226
1.807145,1.778938,1.750947,1.723183,1.695658,1.668383,1.641370,1.614633,1.588186,1.562043,1.536220,1.510733,1.485600,1.460839,1.436469,1.412510,1.388984,1.365913,1.343320,1.321230,1.299669,1.278663,1.258240,1.238429,1.219261,1.200764,1.182972,1.165917,1.149630,1.134146,1.119497,1.105717
1.811142,1.782998,1.755072,1.727375,1.699917,1.672711,1.645770,1.619105,1.592732,1.566665,1.540920,1.515512,1.490460,1.465780,1.441494,1.417620,1.394180,1.371196,1.348692,1.326692,1.305221,1.284306,1.263974,1.244255,1.225177,1.206771,1.189069,1.172102,1.155903,1.140504,1.125938,1.112238
1.815777,1.787706,1.759855,1.732234,1.704855,1.677729,1.650869,1.624289,1.598001,1.572022,1.546365,1.521049,1.496089,1.471504,1.447314,1.423537,1.400196,1.377313,1.354910,1.333013,1.311645,1.290834,1.270607,1.250992,1.232019,1.213717,1.196118,1.179252,1.163152,1.147850,1.133379,1.119770
1.821046,1.793057,1.765291,1.737756,1.710465,1.683430,1.656663,1.630177,1.603986,1.578105,1.552549,1.527334,1.502479,1.478001,1.453918,1.430252,1.407022,1.384252,1.361963,1.340181,1.318929,1.298235,1.278125,1.258628,1.239771,1.221585,1.204101,1.187349,1.171360,1.156167,1.141801,1.128293
1.826943,1.799046,1.771373,1.743935,1.716742,1.689807,1.663142,1.636761,1.610677,1.584905,1.559461,1.534360,1.509621,1.485260,1.461297,1.437752,1.414646,1.392000,1.369838,1.348182,1.327059,1.306494,1.286513,1.267144,1.248416,1.230359,1.213001,1.196373,1.180507,1.165433,1.151182,1.137786
1.833461,1.805665,1.778095,1.750762,1.723677,1.696853,1.670301,1.644034,1.618068,1.592415,1.567093,1.542116,1.517503,1.493271,1.469439,1.446026,1.423054,1.400545,1.378519,1.357003,1.336019,1.315594,1.295753,1.276525,1.257937,1.240017,1.222797,1.206304,1.190570,1.175625,1.161500,1.148224
1.840595,1.812909,1.785451,1.758232,1.731264,1.704559,1.678128,1.651986,1.626147,1.600624,1.575433,1.550591,1.526115,1.502022,1.478331,1.455061,1.432234,1.409871,1.387994,1.366626,1.345793,1.325518,1.305828,1.286750,1.268312,1.250541,1.233468,1.217120,1.201527,1.186720,1.172729,1.159581
1.848337,1.820768,1.793431,1.766335,1.739493,1.712916,1.686616,1.660608,1.634905,1.609521,1.584472,1.559774,1.535443,1.511499,1.487959,1.464842,1.442170,1.419963,1.398244,1.377036,1.356362,1.336248,1.316718,1.297801,1.279522,1.261909,1.244991,1.228796,1.213354,1.198693,1.184843,1.171832
1.856680,1.829237,1.802028,1.775063,1.748355,1.721915,1.695755,1.669889,1.644331,1.619095,1.594196,1.569651,1.545476,1.521690,1.498310,1.475355,1.452847,1.430806,1.409254,1.388214,1.367709,1.347764,1.328404,1.309655,1.291544,1.274097,1.257343,1.241310,1.226025,1.211518,1.197816,1.184947
1.865615,1.838306,1.811233,1.784407,1.757841,1.731545,1.705534,1.679818,1.654413,1.629333,1.604594,1.580210,1.556199,1.532579,1.509368,1.486584,1.464249,1.442382,1.421006,1.400142,1.379814,1.360047,1.340864,1.322292,1.304356,1.287084,1.270501,1.254636,1.239515,1.225167,1.211620,1.198899
1.875135,1.847966,1.821036,1.794357,1.767941,1.741798,1.715941,1.690384,1.665140,1.640224,1.615652,1.591437,1.567599,1.544153,1.521118,1.498513,1.476358,1.454674,1.433480,1.412801,1.392658,1.373076,1.354078,1.335689,1.317936,1.300843,1.284438,1.268747,1.253797,1.239615,1.226227,1.213659
1.885229,1.858208,1.831429,1.804904,1.778644,1.752660,1.726966,1.701575,1.676500,1.651755,1.627356,1.603319,1.579660,1.556396,1.533545,1.511126,1.489158,1.467663,1.446660,1.426172,1.406220,1.386829,1.368022,1.349824,1.332259,1.315353,1.299131,1.283619,1.268844,1.254832,1.241608,1.229198
1.895890,1.869022,1.842401,1.816036,1.789939,1.764122,1.738598,1.713379,1.688479,1.663912,1.639694,1.615841,1.592367,1.569292,1.546631,1.524405,1.502632,1.481331,1.460525,1.440234,1.420480,1.401287,1.382676,1.364673,1.347302,1.330587,1.314553,1.299226,1.284630,1.270792,1.257736,1.245486
1.907107,1.880400,1.853942,1.827743,1.801816,1.776172,1.750823,1.725782,1.701064,1.676682,1.652651,1.628987,1.605706,1.582825,1.560361,1.538333,1.516760,1.495661,1.475057,1.454968,1.435417,1.416426,1.398017,1.380214,1.363041,1.346521,1.330679,1.315540,1.301128,1.287467,1.274581,1.262495
1.918871,1.892330,1.866041,1.840014,1.814262,1.788797,1.763629,1.738773,1.714242,1.690050,1.666212,1.642744,1.619660,1.596979,1.574717,1.552893,1.531525,1.510632,1.490235,1.470354,1.451010,1.432226,1.414023,1.396424,1.379452,1.363132,1.347485,1.332537,1.318310,1.304829,1.292117,1.280196
1.931171,1.904802,1.878687,1.852839,1.827267,1.801985,1.777005,1.752339,1.728000,1.704004,1.680364,1.657095,1.634215,1.611738,1.589683,1.568067,1.546908,1.526226,1.506041,1.486371,1.467239,1.448664,1.430671,1.413279,1.396512,1.380393,1.364945,1.350189,1.336151,1.322852,1.310314,1.298561
1.943998,1.917805,1.891870,1.866204,1.840819,1.815725,1.790936,1.766465,1.742324,1.718527,1.695090,1.672026,1.649353,1.627086,1.605241,1.583838,1.562893,1.542425,1.522454,1.502999,1.484081,1.465720,1.447938,1.430757,1.414197,1.398282,1.383033,1.368473,1.354624,1.341508,1.329147,1.317561
1.957342,1.931329,1.905579,1.880100,1.854904,1.830004,1.805411,1.781139,1.757199,1.733607,1.710376,1.687522,1.665059,1.643005,1.621375,1.600187,1.579459,1.559209,1.539455,1.520218,1.501517,1.483372,1.465805,1.448835,1.432484,1.416774,1.401727,1.387363,1.373704,1.360772,1.348587,1.337170
1.971191,1.945364,1.919801,1.894514,1.869513,1.844810,1.820417,1.796347,1.772613,1.749228,1.726208,1.703566,1.681318,1.659479,1.638067,1.617098,1.596589,1.576559,1.557026,1.538008,1.519526,1.501599,1.484247,1.467491,1.451350,1.435847,1.421001,1.406834,1.393367,1.380619,1.368611,1.357362
1.985535,1.959897,1.934526,1.909434,1.884631,1.860129,1.835939,1.812076,1.788550,1.765377,1.742570,1.720143,1.698112,1.676493,1.655301,1.634553,1.614266,1.594458,1.575146,1.556350,1.538089,1.520380,1.503245,1.486703,1.470773,1.455477,1.440834,1.426863,1.413587,1.401023,1.389191,1.378110
2.000364,1.974918,1.949743,1.924849,1.900247,1.875949,1.851966,1.828312,1.804998,1.782039,1.759448,1.737239,1.715428,1.694029,1.673059,1.652534,1.632470,1.612886,1.593798,1.575225,1.557184,1.539696,1.522778,1.506450,1.490732,1.475642,1.461201,1.447427,1.434341,1.421960,1.410304,1.399391
2.015667,1.990417,1.965440,1.940747,1.916350,1.892258,1.868485,1.845042,1.821942,1.799199,1.776826,1.754838,1.733248,1.712072,1.691326,1.671025,1.651186,1.631826,1.612962,1.594612,1.576794,1.559525,1.542825,1.526711,1.511204,1.496320,1.482081,1.468503,1.455606,1.443408,1.431926,1.421179
2.031432,2.006381,1.981605,1.957117,1.932926,1.909043,1.885482,1.862253,1.839369,1.816844,1.794691,1.772924,1.751557,1.730606,1.710084,1.690009,1.670395,1.651261,1.632622,1.614495,1.596898,1.579849,1.563366,1.547467,1.532169,1.517492,1.503452,1.490069,1.477361,1.465344,1.454035,1.443453
2.047651,2.022800,1.998228,1.973946,1.949963,1.926292,1.902944,1.879931,1.857265,1.834960,1.813028,1.791484,1.770341,1.749614,1.729319,1.709469,1.690082,1.671172,1.652758,1.634854,1.617479,1.600650,1.584383,1.568696,1.553608,1.539135,1.525295,1.512105,1.499583,1.487746,1.476609,1.466189
2.064310,2.039663,2.015297,1.991222,1.967450,1.943992,1.920859,1.898064,1.875617,1.853533,1.831823,1.810503,1.789585,1.769083,1.749013,1.729390,1.710228,1.691544,1.673354,1.655673,1.638519,1.621908,1.605856,1.590381,1.575501,1.561230,1.547588,1.534590,1.522253,1.510593,1.499626,1.489368
2.081402,2.056959,2.032800,2.008935,1.985375,1.962132,1.939215,1.916638,1.894411,1.872549,1.851062,1.829966,1.809273,1.788997,1.769153,1.749755,1.730819,1.712360,1.694393,1.676934,1.660000,1.643605,1.627768,1.612503,1.597829,1.583760,1.570313,1.557505,1.545351,1.533866,1.523067,1.512967
2.098913,2.074677,2.050726,2.027073,2.003727,1.980698,1.957999,1.935641,1.913635,1.891994,1.870731,1.849859,1.829391,1.809341,1.789722,1.770550,1.751839,1.733603,1.715859,1.698621,1.681905,1.665726,1.650101,1.635045,1.620574,1.606704,1.593451,1.580831,1.568857,1.557546,1.546912,1.536969
2.116835,2.092806,2.069066,2.045624,2.022492,1.999680,1.977198,1.955060,1.933275,1.911857,1.890817,1.870169,1.849926,1.830101,1.810707,1.791760,1.773272,1.755259,1.737736,1.720717,1.704217,1.688253,1.672838,1.657988,1.643720,1.630047,1.616985,1.604550,1.592755,1.581615,1.571143,1.561355
2.135157,2.111336,2.087807,2.064578,2.041660,2.019065,1.996802,1.974883,1.953319,1.932123,1.911307,1.890882,1.870863,1.851262,1.832093,1.813369,1.795104,1.777312,1.760008,1.743207,1.726922,1.711169,1.695963,1.681318,1.667249,1.653770,1.640898,1.628645,1.617025,1.606054,1.595743,1.586106
2.153868,2.130257,2.106938,2.083923,2.061221,2.038842,2.016797,1.995098,1.973755,1.952781,1.932187,1.911986,1.892190,1.872812,1.853865,1.835363,1.817320,1.799748,1.782662,1.766076,1.750004,1.734461,1.719460,1.705017,1.691145,1.677859,1.665172,1.653099,1.641653,1.630847,1.620694,1.611206
2.172959,2.149557,2.126451,2.103649,2.081162,2.058999,2.037173,2.015693,1.994571,1.973818,1.953446,1.933466,1.913893,1.894737,1.876012,1.857730,1.839906,1.822552,1.805681,1.789309,1.773448,1.758112,1.743315,1.729071,1.715393,1.702296,1.689793,1.677897,1.666621,1.655978,1.645980,1.636639
