34	2643.249512	1.905467	5.508104	0.777262	1.332984	2814.87207	0.080113	5.560811	0.062461	0.95588	2965.999756	0.496154	5.421526	0.505727	1.632297
35	2666.179932	1.173773	5.506523	0.573583	1.442257	2840.203125	1.155953	5.298628	0.298702	1.262484	2991.204102	0.439768	5.338656	0.363787	1.009848
36	2733.836426	0.252541	5.03833	0.269987	1.205309	2910.017822	0.081199	5.360173	0.073181	1.393443	3066.84668	0.200637	5.169662	0.245825	0.767853
37	2655.354248	0.609943	4.798059	0.410906	1.271934	2828.801514	0.472256	4.613568	0.202169	1.90214	2979.019287	0.179978	4.708438	0.216333	1.370543
38	2610.054199	2.272505	5.757416	0.312006	1.364273	2784.646973	0.914585	4.920215	0.257523	1.455293	2931.970215	0.73664	5.480123	0.458898	0.985218
39	2662.611084	3.110893	6.330328	0.221297	1.385727	2841.397217	0.781788	5.09614	0.289554	1.933166	2991.48999	0.975964	5.362414	0.530905	1.469286
40	2682.23584	0.218285	6.139768	0.172069	1.355533	2861.018555	0.642121	4.876235	0.239334	2.053604	3011.037598	0.975377	6.422021	0.497422	1.211411
41	2659.239258	0.19963	5.852398	0.151433	0.994216	2838.199463	0.638113	4.884324	0.232769	1.558829	2988.854492	0.174079	5.022231	0.197911	1.876168
42	2609.874023	0.2701	6.410487	0.224603	1.487131	2783.146484	0.10328	6.16096	0.09491	1.171875	2932.777588	0.603346	5.478447	0.480421	0.785101
43	2773.140137	2.629983	6.118684	0.25975	1.127683	2960.282227	0.516397	4.879518	0.209906	0.89257	3117.814941	0.402462	4.623838	0.327152	0.976553
44	2714.253662	0.617615	4.241105	0.38172	0.788752	2894.290283	0.224744	4.11949	0.126338	2.560684	3046.299072	0.564697	5.072041	0.384415	1.186663
45	2741.5	0.494811	7	0.170286	0.871867	2922.920898	0.345031	7	0.009896	6.753698	3074.5	0.190723	7.5	0.086795	1.563346
46	2543.334961	2.951152	4.957019	0.732817	1.310023	2713.592041	0.424796	4.417656	0.160959	0.804954	2857.018799	0.379963	4.410711	0.299553	1.170806
47	2702.644531	0.204106	4.283762	0.218031	0.986823	2881.112061	0.502666	4.658016	0.189829	1.221069	3032.587646	1.143569	5.425941	1.423434	1.458688
48	2741.723389	0.261043	5.948229	0.19613	1.531998	2927.586426	0.29329	4.408368	0.155092	2.058934	3081.199463	0.28675	5.5	0.325965	1.21543
49	2653.469482	3.011864	6.426621	0.395783	1.622028	2830.195557	1.081417	6.528195	0.167	0.956159	2981.006592	0.588863	6.085826	0.462504	1.183338
50	2702.939697	0.879208	4.802889	0.500212	1.010117	2881.799316	0.340574	4.437732	0.153	1.64669	3034.016357	0.380976	5.049254	0.329298	0.876799
51	2591.524658	1.95856	5.330197	0.632794	0.523125	2763.578857	0.483988	4.47075	0.171203	1.331029	2910.136963	0.630359	4.631627	0.367933	1.475088
52	2704.958008	2.223518	5.8973	0.634678	1.214885	2886.066406	0.292547	4.242214	0.157972	1.35491	3038.36377	0.398191	5.251903	0.390821	1.271342
53	2638.67627	2.054566	5.822621	0.276119	0.979596	2816.600098	0.295495	4.140167	0.133322	1.049147	2965.400391	0.490896	4.853776	0.348759	0.640699
54	2634.346191	0.220477	5.481388	0.193421	0.984785	2810.224121	0.06177	4.935075	0.052333	1.564715	2960.917725	0.395449	4.605386	0.301188	0.739295
55	2636.379395	0.19196	5.65495	0.161434	0.961631	2814.870605	0.238568	4.077993	0.121486	0.998565	2963.290283	0.46108	4.972635	0.360984	1.509916
56	2666.403809	4.598575	5.566053	1.023365	1.368421	2845.126221	0.312855	4.346467	0.157022	1.327901	2995.354004	0.350061	4.652168	0.288338	0.872678
57	2644.392578	0.22043	5.471968	0.191163	1.273186	2819.5979	0.268788	4.07422	0.130117	1.192643	2969.047607	0.538152	4.725324	0.347471	1.649796
58	2562.969727	0.223981	5.892371	0.171323	1.210862	2735.489502	0.433025	4.352023	0.175906	1.480589	2880.641602	0.532649	5.019507	0.375164	1.165252
59	2592.824951	0.669373	4.145701	0.457412	1.017533	2760.961914	0.062155	4.756429	0.050193	1.083421	2910.644775	0.340195	4.305998	0.273008	1.809019
60	2733.121338	1.676014	5.427455	0.737524	1.079667	2915.636719	0.404761	4.602503	0.182167	1.227283	3069.550049	0.857602	5.121541	0.459099	1.381752
61	2637.411865	1.055674	4.700165	0.536844	1.30967	2813.083252	0.25755	4.307065	0.133055	1.156346	2962.516357	0.417994	4.562676	0.303412	1.302935
62	2512.127441	1.003373	4.511826	0.598058	0.899395	2677.321045	0.397746	4.61258	0.150793	1.64219	2820.599121	0.284928	4.562059	0.252108	1.153059
63	2650.221436	0.921468	4.476096	0.496636	0.819966	2823.244141	0.066496	4.89018	0.056482	1.915323	2975.996582	0.412603	4.850921	0.328428	0.95707
66	2640.534668	0.230979	6.089419	0.2345	0.919129	2816.394531	0.807077	5.226808	0.244546	0.879215	2963.70874	3.215484	6.642249	1.216	1.079504
67	2662.687988	2.534638	6.505955	0.313979	1.549056	2838.865723	0.076731	5.485695	0.066653	0.917299	2991.5	0.537125	5.262898	0.341439	1.652777
68	2732.937256	0.2181	5.361412	0.211022	0.809572	2909.849121	0.085543	5.587322	0.072386	1.429428	3064.691162	1.061554	6.19972	0.530167	1.566492
69	2650.715576	0.20643	5.739397	0.203861	0.914668	2829.275391	0.226388	4.377871	0.131239	0.911301	2978.58667	0.766742	4.887771	0.516369	1.540024
70	2611.467041	2.421079	5.700769	0.329077	1.592938	2784.22998	0.700665	4.967922	0.197935	1.798059	2930.999512	0.405661	5.358825	0.307788	1.507617
71	2662.10083	0.201941	5.897259	0.153233	1.40581	2840.986572	0.748403	5.068532	0.259868	2.131376	2991.904785	0.380634	4.952989	0.319304	1.464554
72	2685.008789	1.431494	5.169455	0.814018	1.069202	2862.106934	0.279755	4.246823	0.157155	1.756833	3010.726074	0.45631	5.91351	0.282157	1.040759
73	2662.145996	1.389615	5.223717	0.684803	1.197819	2836.170898	0.069698	5.272478	0.060693	1.591851	2989.661865	0.314649	4.560172	0.274935	1.190889
74	2609.741211	0.275887	6.144309	0.303665	1.254119	2783.500732	1.039523	6.050302	0.161579	1.493755	2931.890625	0.656337	5.753839	0.554702	1.140186
75	2773.010986	0.219111	6.108868	0.224187	1.144518	2961.143311	0.326288	4.537155	0.178761	1.350408	3116.025879	0.722706	5.580313	0.420276	1.231978
76	2714.129395	0.184589	5.065871	0.179282	1.176815	2893.706299	0.309616	4.398564	0.147334	2.789983	3046.021729	0.611015	4.98156	0.379956	1.319911
77	2740.5	1.304358	7	0.113715	1.607079	2922.146729	0.445738	7	0.009284	8.779042	3076.822754	0.601916	7.5	0.628438	1.86912
78	2545.816895	0.493743	3.908685	0.324877	0.925705	2711.561279	0.06056	4.848996	0.051005	1.595242	2856.774414	0.512808	4.565696	0.311221	1.691927
79	2701.759766	1.220135	5.125187	0.604806	0.8991	2881.792725	0.294319	4.380661	0.147502	1.202238	3033.666016	0.584455	5.279531	0.380863	0.939036
80	2745.537842	0.958596	5.076303	0.617286	0.568024	2927.793945	0.271022	4.346104	0.148852	1.971667	3081.939453	0.41246	5.126752	0.366621	1.133919
81	2657.917236	0.320507	6.477517	0.328575	1.32879	2829.844238	0.132373	6.936047	0.136851	1.220291	2981.024658	0.612902	6.486506	0.470912	1.774719
82	2700.064941	0.214451	5.729854	0.209241	1.239902	2881.247559	0.404739	4.492201	0.160192	0.79916	3033.92041	0.492156	4.766704	0.330472	1.060824
83	2589.589844	0.181613	5.132371	0.16757	0.876584	2762.098877	0.058649	4.750773	0.048923	2.15945	2910.641113	0.352765	4.567562	0.265211	1.406349
84	2707.06543	0.928336	4.82296	0.632279	1.01485	2885.456055	0.343055	4.478787	0.154424	1.052408	3038.266846	0.158698	4.690333	0.209041	1.082831
85	2638.314453	0.213407	5.736851	0.218355	1.287576	2816.614258	0.255301	4.081222	0.121983	1.82606	2964.634766	0.544805	4.773613	0.368317	0.762449
86	2638.608643	0.653028	4.357646	0.446764	1.287269	2812.651367	0.248021	4.046595	0.122113	2.096759	2960.429443	0.421506	5.039422	0.32606	1.435469
87	2639.344482	0.860077	4.323797	0.424381	1.137725	2814.314697	0.258182	4.085029	0.122634	1.449077	2963.799316	0.335232	4.178205	0.265028	1.001745
88	2667.486572	1.832775	5.208601	0.646872	1.22038	2844.347656	0.471787	4.580184	0.190251	1.692593	2994.987793	0.562332	5.268485	0.382952	1.236018
89	2641.288086	0.352702	5.630216	0.209512	0.868623	2819.843262	0.250796	4.074606	0.131729	0.942584	2968.777588	0.375812	4.874487	0.29791	1.401332
90	2563.104248	0.239936	5.859138	0.235345	1.182133	2735.961426	0.27942	4.092783	0.136985	1.001902	2880.753174	0.459484	4.569847	0.301112	1.536426
91	2593.394043	0.538866	3.84985	0.364249	0.764788	2763.248535	0.267253	3.953022	0.129105	0.884768	2910.528564	0.404877	4.934821	0.337013	1.027405
92	2732.638184	2.638614	5.665171	0.818632	0.927775	2915.318848	0.531022	4.822894	0.216327	1.05352	3070.594727	0.532116	5.239673	0.392114	1.050695
93	2635.365479	0.204747	5.299511	0.198507	1.056857	2813.147461	0.208736	4.064993	0.118763	1.972013	2962.066895	0.438141	4.90158	0.34848	1.322718
94	2508.148193	0.238676	5.491409	0.223394	1.105809	2676.834473	0.998808	4.765429	0.266919	1.811229	2819.648438	0.356578	5.158116	0.285047	1.014363
